              i           c_Id    mStart      mEnd            aDD            aDA            TDM
           5085        1891003      1891      1891        1.00000        0.01063        1.80313
           5086        1891004      1891      1891        1.00000        0.01575        2.96138
           5087        1892003      1892      1892        1.00000        0.01339        2.37909
           5088        1893004      1893      1893        1.00000        0.03189        6.41502
           5089        1893005      1893      1893        1.00000        0.01496        2.45617
           5090        1894002      1894      1894        1.00000        0.02008        4.06705
           5091        1894004      1894      1894        1.00000        0.03110        5.16426
           5092        1894005      1894      1894        1.00000        0.01102        1.93684
           5093        1895001      1895      1895        1.00000        0.00433        1.07385
           5094        1895003      1894      1895        1.85542        0.03031       16.27147
           5095        1895004      1895      1895        1.00000        0.01693        3.88498
           5096        1896001      1896      1896        1.00000        0.00551        1.64453
           5097        1896003      1896      1896        1.00000        0.00709        1.74347
           5098        1896004      1896      1896        1.00000        0.00433        0.76462
           5099        1897002      1897      1897        1.00000        0.00787        2.34815
           5100        1897003      1897      1897        1.00000        0.00945        1.64285
           5101        1898002      1898      1898        1.00000        0.00433        1.01280
           5102        1899001      1899      1899        1.00000        0.00827        0.84728
           5103        1899003      1899      1899        1.00000        0.00709        0.92639
           5104        1899004      1899      1899        1.00000        0.01850        4.61264
           5105        1900001      1891      1900        3.58503        0.12449      334.83486
           5106        1900002      1900      1900        1.00000        0.00630        2.10941
           5107        1900003      1900      1900        1.00000        0.01654        3.67339
           5108        1900004      1900      1900        1.00000        0.00551        1.06500
           5109        1903002      1901      1903        1.95939        0.10131       84.61168
           5110        1903004      1903      1903        1.00000        0.00709        1.25896
           5111        1904002      1904      1904        1.00000        0.01024        1.86687
           5112        1904003      1904      1904        1.00000        0.00945        1.38651
           5113        1904004      1904      1904        1.00000        0.01024        1.44568
           5114        1904005      1904      1904        1.00000        0.01220        2.54051
           5115        1905004      1905      1905        1.00000        0.00433        0.52176
           5116        1906004      1906      1906        1.00000        0.00472        0.44742
           5117        1907003      1901      1907        3.20000        0.04229       72.48151
           5118        1907004      1907      1907        1.00000        0.01929        5.33834
           5119        1908002      1908      1908        1.00000        0.02047        6.64355
           5120        1908003      1908      1908        1.00000        0.01260        2.84198
           5121        1909001      1909      1909        1.00000        0.01929        5.61376
           5122        1909004      1909      1909        1.00000        0.02087        8.82708
           5123        1910001      1910      1910        1.00000        0.01339        3.45979
           5124        1910002      1910      1910        1.00000        0.00669        1.27646
           5125        1910004      1909      1910        1.75735        0.04705       24.10362
           5126        1910005      1910      1910        1.00000        0.02126        8.26559
           5127        1910006      1910      1910        1.00000        0.00945        2.33867
           5128        1911001      1911      1911        1.00000        0.01575        3.97585
           5129        1911002      1911      1911        1.00000        0.00748        1.41246
           5130        1911004      1911      1911        1.00000        0.00827        2.06523
           5131        1911006      1911      1911        1.00000        0.00512        1.11425
           5132        1911007      1911      1911        1.00000        0.01378        3.81538
           5133        1911008      1911      1911        1.00000        0.00591        2.07814
           5134        1911009      1911      1911        1.00000        0.00472        0.56291
           5135        1912001      1912      1912        1.00000        0.00945        1.90708
           5136        1912003      1912      1912        1.00000        0.00984        3.36900
           5137        1912004      1912      1912        1.00000        0.00512        1.59598
           5138        1912005      1912      1912        1.00000        0.01102        1.80755
           5139        1913002      1913      1913        1.00000        0.01732        4.46639
           5140        1913003      1913      1913        1.00000        0.00433        0.72138
           5141        1913004      1913      1913        1.00000        0.00472        0.59055
           5142        1913005      1913      1913        1.00000        0.00669        0.74668
           5143        1913006      1913      1913        1.00000        0.00551        0.70220
           5144        1913007      1913      1913        1.00000        0.00984        3.16363
           5145        1913008      1913      1913        1.00000        0.01063        1.95388
           5146        1914001      1914      1914        1.00000        0.01732        3.02787
           5147        1914002      1914      1914        1.00000        0.05984       13.78249
           5148        1914005      1914      1914        1.00000        0.01142        3.21305
           5149        1914006      1914      1914        1.00000        0.00827        1.25270
           5150        1915001      1915      1915        1.00000        0.00512        0.38729
           5151        1915002      1915      1915        1.00000        0.00591        1.00352
           5152        1915003      1915      1915        1.00000        0.04055        8.65524
           5153        1915004      1915      1915        1.00000        0.01181        2.60777
           5154        1915005      1914      1915        1.56522        0.04961       17.45970
           5155        1915006      1903      1915        4.74689        0.16187      642.56015
           5156        1915007      1915      1915        1.00000        0.01024        2.99466
           5157        1916001      1916      1916        1.00000        0.00433        0.49139
           5158        1916002      1916      1916        1.00000        0.00748        0.91236
           5159        1916003      1916      1916        1.00000        0.01260        1.65790
           5160        1916004      1916      1916        1.00000        0.01063        1.14283
           5161        1916005      1916      1916        1.00000        0.00827        0.81010
           5162        1916006      1916      1916        1.00000        0.02992        8.19284
           5163        1916007      1916      1916        1.00000        0.01220        3.59564
           5164        1916008      1916      1916        1.00000        0.01142        1.82458
           5165        1917001      1917      1917        1.00000        0.02205        5.04198
           5166        1917002      1917      1917        1.00000        0.00827        0.98628
           5167        1917003      1917      1917        1.00000        0.01890        4.35932
           5168        1917004      1917      1917        1.00000        0.02323        6.23173
           5169        1917005      1917      1917        1.00000        0.00472        0.62551
           5170        1917006      1917      1917        1.00000        0.01378        4.09218
           5171        1917007      1917      1917        1.00000        0.00591        1.14396
           5172        1918001      1918      1918        1.00000        0.01378        3.51243
           5173        1918002      1918      1918        1.00000        0.00709        1.11664
           5174        1918003      1918      1918        1.00000        0.00945        1.81413
           5175        1918004      1918      1918        1.00000        0.00551        0.90773
           5176        1918005      1918      1918        1.00000        0.00748        1.22343
           5177        1918006      1918      1918        1.00000        0.01654        3.19319
           5178        1918007      1918      1918        1.00000        0.02126        5.27227
           5179        1918008      1918      1918        1.00000        0.01142        2.69484
           5180        1918009      1918      1918        1.00000        0.01220        2.00895
           5181        1919001      1919      1919        1.00000        0.02205        5.91389
           5182        1919002      1919      1919        1.00000        0.00551        0.79544
           5183        1919003      1919      1919        1.00000        0.01654        2.83183
           5184        1919004      1919      1919        1.00000        0.00472        0.64332
           5185        1919005      1919      1919        1.00000        0.00709        0.98519
           5186        1919006      1919      1919        1.00000        0.02441        5.64565
           5187        1919007      1919      1919        1.00000        0.00748        1.13922
           5188        1920002      1920      1920        1.00000        0.01024        1.53815
           5189        1920003      1920      1920        1.00000        0.00472        0.89315
           5190        1920004      1920      1920        1.00000        0.00984        3.14013
           5191        1920005      1920      1920        1.00000        0.01693        3.67926
           5192        1921002      1921      1921        1.00000        0.00472        1.14914
           5193        1921003      1921      1921        1.00000        0.00472        1.15528
           5194        1921004      1921      1921        1.00000        0.02165        4.92081
           5195        1921005      1921      1921        1.00000        0.00709        1.26017
           5196        1922002      1922      1922        1.00000        0.00472        1.04886
           5197        1922003      1922      1922        1.00000        0.00866        1.43379
           5198        1922004      1922      1922        1.00000        0.01693        2.67563
           5199        1922005      1922      1922        1.00000        0.00512        0.90943
           5200        1922006      1922      1922        1.00000        0.00945        2.32719
           5201        1923002      1923      1923        1.00000        0.01142        2.22017
           5202        1923003      1923      1923        1.00000        0.01850        5.40598
           5203        1923004      1923      1923        1.00000        0.02087        4.25212
           5204        1923005      1923      1923        1.00000        0.00512        0.54921
           5205        1923006      1923      1923        1.00000        0.01024        1.80210
           5206        1923007      1923      1923        1.00000        0.01457        3.54210
           5207        1924002      1924      1924        1.00000        0.00866        1.37952
           5208        1924003      1924      1924        1.00000        0.02638        8.26645
           5209        1924004      1924      1924        1.00000        0.01142        2.83864
           5210        1924005      1924      1924        1.00000        0.08307       20.44805
           5211        1924006      1924      1924        1.00000        0.01102        1.58274
           5212        1924007      1924      1924        1.00000        0.00630        0.77456
           5213        1924008      1924      1924        1.00000        0.00472        0.76966
           5214        1924009      1924      1924        1.00000        0.00945        2.15260
           5215        1924010      1924      1924        1.00000        0.00827        1.68722
           5216        1924011      1924      1924        1.00000        0.00866        2.79961
           5217        1925001      1920      1925        4.21739        0.06365       96.66396
           5218        1925002      1925      1925        1.00000        0.01260        1.34720
           5219        1925003      1925      1925        1.00000        0.02874        7.02073
           5220        1925004      1925      1925        1.00000        0.00433        0.93425
           5221        1925005      1925      1925        1.00000        0.01260        2.74242
           5222        1926001      1926      1926        1.00000        0.00945        2.05465
           5223        1926002      1926      1926        1.00000        0.00591        1.60749
           5224        1927001      1927      1927        1.00000        0.02047        4.51553
           5225        1927002      1927      1927        1.00000        0.00551        0.74954
           5226        1927003      1927      1927        1.00000        0.00512        0.93132
           5227        1927004      1927      1927        1.00000        0.01811        2.43115
           5228        1927005      1927      1927        1.00000        0.01142        2.62900
           5229        1927006      1927      1927        1.00000        0.00551        1.38185
           5230        1928002      1928      1928        1.00000        0.00433        0.55703
           5231        1928003      1928      1928        1.00000        0.00669        0.47118
           5232        1928004      1928      1928        1.00000        0.00787        0.92368
           5233        1928005      1928      1928        1.00000        0.02598        4.28410
           5234        1928006      1928      1928        1.00000        0.00551        1.37983
           5235        1929002      1929      1929        1.00000        0.00433        0.55912
           5236        1929003      1929      1929        1.00000        0.00669        1.51827
           5237        1929004      1929      1929        1.00000        0.00866        1.28444
           5238        1929005      1929      1929        1.00000        0.05039       11.65100
           5239        1929006      1929      1929        1.00000        0.03386        9.28389
           5240        1929007      1929      1929        1.00000        0.01378        2.65123
           5241        1930001      1928      1930        2.02242        0.05919       28.79593
           5242        1930002      1930      1930        1.00000        0.00472        0.92967
           5243        1930003      1930      1930        1.00000        0.00945        1.37605
           5244        1930004      1930      1930        1.00000        0.01142        1.04564
           5245        1930005      1930      1930        1.00000        0.00551        0.98653
           5246        1930007      1930      1930        1.00000        0.00433        0.57129
           5247        1930008      1930      1930        1.00000        0.00591        1.01501
           5248        1930009      1930      1930        1.00000        0.00827        1.43322
           5249        1931001      1931      1931        1.00000        0.02126        2.83992
           5250        1932001      1932      1932        1.00000        0.02008        2.59242
           5251        1932002      1932      1932        1.00000        0.00669        2.74657
           5252        1933001      1933      1933        1.00000        0.01378        2.68531
           5253        1933002      1933      1933        1.00000        0.02362        3.47240
           5254        1933003      1933      1933        1.00000        0.00472        1.37882
           5255        1934001      1934      1934        1.00000        0.02205        3.86736
           5256        1934002      1934      1934        1.00000        0.02283        3.13572
           5257        1935001      1935      1935        1.00000        0.01457        2.90734
           5258        1936001      1936      1936        1.00000        0.00630        1.07206
           5259        1936003      1936      1936        1.00000        0.01024        1.54714
           5260        1936004      1936      1936        1.00000        0.00984        1.93011
           5261        1936005      1936      1936        1.00000        0.00906        1.08349
           5262        1937001      1937      1937        1.00000        0.01575        2.45124
           5263        1937002      1937      1937        1.00000        0.00906        1.35142
           5264        1937003      1937      1937        1.00000        0.00551        0.60625
           5265        1937004      1937      1937        1.00000        0.00472        0.65006
           5266        1937006      1937      1937        1.00000        0.04528       10.48734
           5267        1937007      1937      1937        1.00000        0.02362        3.25628
           5268        1937008      1937      1937        1.00000        0.00472        0.66509
           5269        1937009      1937      1937        1.00000        0.00433        0.59169
           5270        1938002      1938      1938        1.00000        0.03858        5.74470
           5271        1939001      1939      1939        1.00000        0.03307        7.98023
           5272        1939002      1939      1939        1.00000        0.00472        0.45231
           5273        1939003      1939      1939        1.00000        0.01063        1.85799
           5274        1939005      1939      1939        1.00000        0.01260        2.06266
           5275        1939006      1939      1939        1.00000        0.00551        1.13861
           5276        1939007      1939      1939        1.00000        0.00433        0.38583
           5277        1940002      1940      1940        1.00000        0.01693        4.45039
           5278        1940003      1940      1940        1.00000        0.00591        0.76046
           5279        1941002      1941      1941        1.00000        0.01457        3.47166
           5280        1941003      1941      1941        1.00000        0.00591        1.52482
           5281        1941004      1941      1941        1.00000        0.01102        1.46293
           5282        1941005      1930      1941        4.33274        0.07989      229.63485
           5283        1941006      1941      1941        1.00000        0.02244        5.24287
           5284        1941007      1941      1941        1.00000        0.01575        3.76835
           5285        1941008      1941      1941        1.00000        0.00551        0.72463
           5286        1942002      1942      1942        1.00000        0.00866        0.92503
           5287        1942003      1942      1942        1.00000        0.01654        3.57757
           5288        1942005      1942      1942        1.00000        0.03937        9.35815
           5289        1942006      1942      1942        1.00000        0.00669        0.58047
           5290        1943003      1943      1943        1.00000        0.02205        4.80175
           5291        1943004      1943      1943        1.00000        0.00472        0.28205
           5292        1944003      1944      1944        1.00000        0.01102        1.85349
           5293        1944004      1944      1944        1.00000        0.01339        2.49346
           5294        1944005      1944      1944        1.00000        0.00591        1.03146
           5295        1945003      1945      1945        1.00000        0.01496        3.16343
           5296        1946002      1946      1946        1.00000        0.01142        4.63470
           5297        1946004      1946      1946        1.00000        0.00669        0.97134
           5298        1946005      1946      1946        1.00000        0.00551        1.31772
           5299        1948001      1940      1948        6.44322        0.07695      190.84176
           5300        1948002      1948      1948        1.00000        0.00551        0.87289
           5301        1949001      1949      1949        1.00000        0.00433        0.57949
           5302        1949002      1949      1949        1.00000        0.00748        1.26913
           5303        1949003      1949      1949        1.00000        0.02323        5.79926
           5304        1949004      1949      1949        1.00000        0.01850        3.38185
           5305        1949005      1949      1949        1.00000        0.00551        1.39789
           5306        1950001      1950      1950        1.00000        0.00591        0.41966
           5307        1950004      1950      1950        1.00000        0.01063        2.11692
           5308        1953001      1953      1953        1.00000        0.00669        1.17771
           5309        1954001      1954      1954        1.00000        0.00827        1.73929
           5310        1954003      1954      1954        1.00000        0.02047        3.73850
           5311        1954005      1954      1954        1.00000        0.01890        3.19859
           5312        1955001      1955      1955        1.00000        0.01535        3.51336
           5313        1955003      1955      1955        1.00000        0.01693        3.07716
           5314        1955004      1955      1955        1.00000        0.02008        2.12553
           5315        1955005      1955      1955        1.00000        0.00669        1.40193
           5316        1955006      1955      1955        1.00000        0.00984        2.19525
           5317        1956001      1956      1956        1.00000        0.01496        3.24169
           5318        1956003      1956      1956        1.00000        0.00866        1.95170
           5319        1956004      1956      1956        1.00000        0.01772        4.17931
           5320        1957001      1957      1957        1.00000        0.00827        1.37744
           5321        1957003      1957      1957        1.00000        0.03622        8.61522
           5322        1957004      1957      1957        1.00000        0.01142        1.94630
           5323        1958002      1958      1958        1.00000        0.01693        3.85158
           5324        1958003      1958      1958        1.00000        0.00591        0.96383
           5325        1959001      1959      1959        1.00000        0.02244        8.99213
           5326        1959002      1959      1959        1.00000        0.01142        5.58533
           5327        1959003      1942      1959        4.21728        0.10359      470.72130
           5328        1959005      1959      1959        1.00000        0.00748        1.16043
           5329        1959006      1959      1959        1.00000        0.00591        0.78787
           5330        1960001      1960      1960        1.00000        0.00906        1.57443
           5331        1960002      1960      1960        1.00000        0.01142        3.42356
           5332        1960003      1960      1960        1.00000        0.01732        5.09203
           5333        1960004      1960      1960        1.00000        0.01654        3.24991
           5334        1961001      1961      1961        1.00000        0.01102        2.44438
           5335        1961002      1961      1961        1.00000        0.00669        0.91224
           5336        1961003      1961      1961        1.00000        0.00472        0.31071
           5337        1961004      1959      1961        1.85099        0.07336       47.92608
           5338        1962001      1962      1962        1.00000        0.01260        1.28929
           5339        1962002      1962      1962        1.00000        0.01929        4.09842
           5340        1962003      1962      1962        1.00000        0.00472        0.92960
           5341        1962004      1962      1962        1.00000        0.01378        3.10754
           5342        1962005      1962      1962        1.00000        0.00512        0.80280
           5343        1963001      1963      1963        1.00000        0.00984        1.32551
           5344        1963002      1963      1963        1.00000        0.00906        1.00247
           5345        1963003      1963      1963        1.00000        0.00472        1.07833
           5346        1963004      1963      1963        1.00000        0.01339        0.98475
           5347        1963006      1963      1963        1.00000        0.01378        2.72274
           5348        1964001      1964      1964        1.00000        0.01063        1.78218
           5349        1964004      1963      1964        1.43689        0.05827       26.61952
           5350        1964005      1964      1964        1.00000        0.01299        2.38061
           5351        1965002      1965      1965        1.00000        0.01575        4.74510
           5352        1965006      1965      1965        1.00000        0.01929        3.25932
           5353        1965007      1965      1965        1.00000        0.00433        0.72610
           5354        1966001      1965      1966        1.81818        0.02756       12.99299
           5355        1966002      1966      1966        1.00000        0.01142        2.82542
           5356        1966003      1964      1966        1.91045        0.11759       77.52910
           5357        1966005      1966      1966        1.00000        0.00709        1.19595
           5358        1966006      1966      1966        1.00000        0.00551        1.15810
           5359        1967001      1967      1967        1.00000        0.02047        4.50395
           5360        1967002      1967      1967        1.00000        0.00787        0.53164
           5361        1967003      1967      1967        1.00000        0.00472        0.39236
           5362        1967004      1964      1967        2.38462        0.04272       34.84192
           5363        1967005      1967      1967        1.00000        0.00472        0.69486
           5364        1967006      1967      1967        1.00000        0.01417        3.62409
           5365        1968001      1968      1968        1.00000        0.01732        3.56157
           5366        1968002      1968      1968        1.00000        0.01811        6.28864
           5367        1968003      1968      1968        1.00000        0.02047        2.71863
           5368        1968004      1968      1968        1.00000        0.02244        3.01290
           5369        1968005      1968      1968        1.00000        0.01417        2.28419
           5370        1969001      1969      1969        1.00000        0.02008        4.13064
           5371        1969002      1969      1969        1.00000        0.01969        2.81336
           5372        1969003      1969      1969        1.00000        0.01732        5.93266
           5373        1970001      1970      1970        1.00000        0.01969        4.30663
           5374        1970002      1970      1970        1.00000        0.00551        0.68048
           5375        1970004      1970      1970        1.00000        0.01772        6.63809
           5376        1970005      1970      1970        1.00000        0.00433        0.51184
           5377        1971001      1971      1971        1.00000        0.01890        3.96622
           5378        1971002      1971      1971        1.00000        0.01024        1.05304
           5379        1971003      1971      1971        1.00000        0.00748        1.09125
           5380        1971005      1971      1971        1.00000        0.01772        6.23730
           5381        1971006      1971      1971        1.00000        0.00630        0.90377
           5382        1971007      1971      1971        1.00000        0.00433        0.50069
           5383        1972001      1972      1972        1.00000        0.01181        1.77841
           5384        1972002      1972      1972        1.00000        0.00709        1.22032
           5385        1972003      1972      1972        1.00000        0.01535        2.64297
           5386        1972004      1972      1972        1.00000        0.00906        0.80525
           5387        1972005      1970      1972        1.75229        0.05013       39.50138
           5388        1973001      1973      1973        1.00000        0.02165        7.36032
           5389        1973004      1973      1973        1.00000        0.01496        3.53082
           5390        1973005      1973      1973        1.00000        0.01457        5.89250
           5391        1973006      1973      1973        1.00000        0.00512        0.93175
           5392        1974002      1974      1974        1.00000        0.00630        0.99233
           5393        1974003      1974      1974        1.00000        0.00551        1.03579
           5394        1974004      1974      1974        1.00000        0.00512        1.69044
           5395        1974005      1974      1974        1.00000        0.01063        1.47294
           5396        1974006      1974      1974        1.00000        0.00630        0.77172
           5397        1975002      1975      1975        1.00000        0.00512        0.89382
           5398        1975003      1975      1975        1.00000        0.00551        0.66298
           5399        1976003      1976      1976        1.00000        0.00591        0.34214
           5400        1976004      1976      1976        1.00000        0.01181        3.31142
           5401        1976005      1976      1976        1.00000        0.00472        0.58809
           5402        1977002      1977      1977        1.00000        0.01220        4.00353
           5403        1977003      1977      1977        1.00000        0.01693        3.91300
           5404        1977004      1977      1977        1.00000        0.00512        0.71076
           5405        1977005      1977      1977        1.00000        0.00551        0.65430
           5406        1978002      1978      1978        1.00000        0.01142        2.68007
           5407        1978003      1978      1978        1.00000        0.01969        5.31201
           5408        1978004      1978      1978        1.00000        0.01024        1.70688
           5409        1978005      1978      1978        1.00000        0.00472        0.54356
           5410        1978006      1978      1978        1.00000        0.00512        0.83411
           5411        1979003      1979      1979        1.00000        0.01260        3.31056
           5412        1979004      1979      1979        1.00000        0.00827        1.98655
           5413        1979005      1979      1979        1.00000        0.01693        3.40911
           5414        1979006      1979      1979        1.00000        0.00827        1.73666
           5415        1979007      1979      1979        1.00000        0.01220        2.13719
           5416        1980002      1980      1980        1.00000        0.00472        0.96058
           5417        1980003      1979      1980        1.65000        0.04547       21.07899
           5418        1980004      1980      1980        1.00000        0.01260        3.31406
           5419        1980005      1980      1980        1.00000        0.00709        1.51317
           5420        1980006      1980      1980        1.00000        0.00787        1.34205
           5421        1980007      1980      1980        1.00000        0.00906        1.49527
           5422        1980008      1980      1980        1.00000        0.00512        1.28566
           5423        1981002      1981      1981        1.00000        0.02205        4.13699
           5424        1981003      1981      1981        1.00000        0.01063        2.93629
           5425        1981004      1981      1981        1.00000        0.01732        4.41247
           5426        1981005      1981      1981        1.00000        0.01024        1.90796
           5427        1982002      1982      1982        1.00000        0.01535        3.63978
           5428        1982003      1982      1982        1.00000        0.00433        0.74461
           5429        1982004      1982      1982        1.00000        0.00866        2.75765
           5430        1982005      1982      1982        1.00000        0.04921       14.96215
           5431        1983002      1983      1983        1.00000        0.00945        2.42977
           5432        1983003      1983      1983        1.00000        0.00748        1.80651
           5433        1984001      1973      1984        3.06444        0.12638      436.40912
           5434        1984002      1984      1984        1.00000        0.00906        2.46468
           5435        1985001      1985      1985        1.00000        0.01969        4.71099
           5436        1985002      1985      1985        1.00000        0.00512        0.59166
           5437        1985003      1985      1985        1.00000        0.00709        0.70555
           5438        1985004      1985      1985        1.00000        0.01339        3.03262
           5439        1985005      1985      1985        1.00000        0.01102        1.83318
           5440        1985006      1985      1985        1.00000        0.01063        1.57990
           5441        1985007      1985      1985        1.00000        0.02047        5.98187
           5442        1986003      1986      1986        1.00000        0.00669        1.09829
           5443        1987001      1987      1987        1.00000        0.03386        5.70364
           5444        1987003      1987      1987        1.00000        0.00787        1.33046
           5445        1988001      1988      1988        1.00000        0.01614        2.33284
           5446        1988002      1988      1988        1.00000        0.00512        0.36898
           5447        1988003      1988      1988        1.00000        0.00512        0.59158
           5448        1988005      1988      1988        1.00000        0.01929        4.71955
           5449        1988006      1986      1988        1.86240        0.12612       80.99936
           5450        1988007      1988      1988        1.00000        0.00630        1.30424
           5451        1989001      1989      1989        1.00000        0.00512        1.34871
           5452        1989002      1989      1989        1.00000        0.01693        4.17239
           5453        1989003      1989      1989        1.00000        0.03031        7.58978
           5454        1989004      1989      1989        1.00000        0.00551        0.96239
           5455        1989005      1989      1989        1.00000        0.00709        1.65541
           5456        1990001      1990      1990        1.00000        0.00945        2.03666
           5457        1990002      1990      1990        1.00000        0.02165        6.72665
           5458        1990003      1990      1990        1.00000        0.00551        1.26603
           5459        1990004      1990      1990        1.00000        0.01732        3.39708
           5460        1990005      1990      1990        1.00000        0.00787        1.77604
           5461        1990006      1990      1990        1.00000        0.00512        0.73116
           5462        1991001      1991      1991        1.00000        0.00787        1.30221
           5463        1991002      1991      1991        1.00000        0.00512        0.97647
           5464        1991003      1991      1991        1.00000        0.00984        2.07453
           5465        1991004      1991      1991        1.00000        0.00945        1.40315
           5466        1992001      1992      1992        1.00000        0.00551        1.56371
           5467        1992002      1992      1992        1.00000        0.00630        1.19223
           5468        1992003      1992      1992        1.00000        0.00866        1.41439
           5469        1992004      1992      1992        1.00000        0.00512        0.91225
           5470        1992005      1992      1992        1.00000        0.00748        1.05486
           5471        1992006      1992      1992        1.00000        0.00787        1.98323
           5472        1992007      1992      1992        1.00000        0.00827        1.77541
           5473        1993001      1993      1993        1.00000        0.00512        0.79818
           5474        1993002      1993      1993        1.00000        0.01142        3.18745
           5475        1993003      1993      1993        1.00000        0.00787        2.14866
           5476        1993004      1993      1993        1.00000        0.01575        2.53915
           5477        1993005      1993      1993        1.00000        0.01063        1.49029
           5478        1993006      1993      1993        1.00000        0.01378        4.21272
           5479        1994001      1994      1994        1.00000        0.02047        3.74072
           5480        1994002      1994      1994        1.00000        0.01299        4.09248
           5481        1994003      1994      1994        1.00000        0.02598        6.62452
           5482        1994004      1994      1994        1.00000        0.01417        3.75723
           5483        1994005      1994      1994        1.00000        0.01614        3.44182
           5484        1994006      1994      1994        1.00000        0.00433        0.78795
           5485        1995001      1995      1995        1.00000        0.00945        0.76843
           5486        1995002      1995      1995        1.00000        0.01535        3.84061
           5487        1995003      1995      1995        1.00000        0.02520        5.84480
           5488        1996001      1996      1996        1.00000        0.01535        3.28637
           5489        1997001      1997      1997        1.00000        0.00472        1.38022
           5490        1997002      1997      1997        1.00000        0.01929        5.52160
           5491        1998001      1998      1998        1.00000        0.00866        1.58733
           5492        1998002      1998      1998        1.00000        0.01181        1.95051
           5493        1998003      1998      1998        1.00000        0.01535        3.27468
           5494        1998004      1998      1998        1.00000        0.00512        0.58178
           5495        1999001      1999      1999        1.00000        0.04685       11.88781
           5496        1999002      1999      1999        1.00000        0.02165        4.07837
           5497        1999003      1999      1999        1.00000        0.00984        1.36027
           5498        1999004      1999      1999        1.00000        0.01457        3.16029
           5499        1999005      1999      1999        1.00000        0.01063        1.15430
           5500        2000001      2000      2000        1.00000        0.02795        4.42150
           5501        2000002      2000      2000        1.00000        0.01299        1.88935
           5502        2000003      2000      2000        1.00000        0.00591        0.99236
           5503        2000004      2000      2000        1.00000        0.00472        0.68141
           5504        2000005      2000      2000        1.00000        0.01850        3.03481
           5505        2000006      2000      2000        1.00000        0.01654        2.79534
           5506        2000007      2000      2000        1.00000        0.01496        4.01966
           5507        2000008      2000      2000        1.00000        0.01890        3.09144
           5508        2000009      2000      2000        1.00000        0.01457        3.81458
           5509        2001001      2001      2001        1.00000        0.01811        3.53919
           5510        2001002      2001      2001        1.00000        0.01024        1.53423
           5511        2001003      2001      2001        1.00000        0.00512        0.65713
           5512        2001004      2001      2001        1.00000        0.00748        1.07731
           5513        2001005      2001      2001        1.00000        0.00472        0.42009
           5514        2001007      2001      2001        1.00000        0.00866        2.33598
           5515        2002002      2002      2002        1.00000        0.00472        1.11959
           5516        2002003      2002      2002        1.00000        0.00630        1.46046
           5517        2003001      2003      2003        1.00000        0.00748        1.29724
           5518        2003002      2003      2003        1.00000        0.01339        1.26473
           5519        2004001      2004      2004        1.00000        0.00748        1.33459
           5520        2004002      2004      2004        1.00000        0.02165        2.76198
           5521        2005001      2005      2005        1.00000        0.00709        1.08247
           5522        2005002      2005      2005        1.00000        0.04843        7.81836
           5523        2006001      2006      2006        1.00000        0.00512        0.87443
           5524        2006002      2006      2006        1.00000        0.02047        2.94949
           5525        2007001      2007      2007        1.00000        0.00512        0.98213
           5526        2007002      2007      2007        1.00000        0.01024        1.03216
           5527        2007003      2007      2007        1.00000        0.02047        3.54776
           5528        2007004      2001      2007        3.00490        0.06895      129.81703
           5529        2008001      2008      2008        1.00000        0.00748        1.35607
           5530        2008002      2008      2008        1.00000        0.02362        6.22412
           5531        2008003      2008      2008        1.00000        0.01142        3.90184
           5532        2008004      2008      2008        1.00000        0.07008       17.33805
           5533        2008005      2008      2008        1.00000        0.01102        2.47117
           5534        2008006      2008      2008        1.00000        0.02165        6.19609
           5535        2008007      2008      2008        1.00000        0.00748        1.05544
           5536        2009001      2009      2009        1.00000        0.00866        3.64598
           5537        2009002      2009      2009        1.00000        0.00945        2.10383
           5538        2009003      2009      2009        1.00000        0.08465       15.97696
           5539        2009004      2009      2009        1.00000        0.00472        0.23985
           5540        2010002      2010      2010        1.00000        0.02717        4.08446
           5541        2010003      2010      2010        1.00000        0.01260        2.02475
           5542        2010004      2010      2010        1.00000        0.01457        1.85314
           5543        2010005      2010      2010        1.00000        0.02283        4.20966
           5544        2011001      2010      2011        1.42857        0.04921       28.33195
           5545        2011002      2011      2011        1.00000        0.02402        6.01760
           5546        2011003      2011      2011        1.00000        0.00709        0.94519
           5547        2011004      2011      2011        1.00000        0.01260        2.26710
           5548        2012001      2012      2012        1.00000        0.01024        1.55060
           5549        2012002      2012      2012        1.00000        0.01024        1.52055
           5550        2012003      2012      2012        1.00000        0.00669        0.79227
           5551        2012004      2012      2012        1.00000        0.00827        0.87831
           5552        2012005      2012      2012        1.00000        0.01850        4.59989
           5553        2012006      2012      2012        1.00000        0.03071        6.49135
